UserID,Age,Gender,FashionType,OutfitChoice
2169,41,Female,Glamorous,"Sequin gown, statement earrings, and high heels",
2253,19,Male,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2314,48,Female,Glamorous,"Sequin gown, statement earrings, and high heels",
2365,27,Female,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2159,23,Male,Glamorous,"Sequin gown, statement earrings, and high heels",
2287,32,Female,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2133,60,Female,Glamorous,"Sequin gown, statement earrings, and high heels",
2246,18,Male,Glamorous,"Sequin gown, statement earrings, and high heels",
2183,18,Male,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2269,18,Male,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2187,59,Female,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2273,71,Female,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2306,27,Male,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2312,22,Female,Glamorous,"Sequin gown, statement earrings, and high heels",
2246,54,Female,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2331,29,Female,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2111,24,Male,Glamorous,"Sequin gown, statement earrings, and high heels",
2220,51,Male,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2213,56,Male,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2367,74,Female,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2340,35,Female,Glamorous,"Sequin gown, statement earrings, and high heels",
2390,20,Male,Glamorous,"Sequin gown, statement earrings, and high heels",
2296,61,Male,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2280,34,Female,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2299,45,Male,Glamorous,"Sequin gown, statement earrings, and high heels",
2249,56,Male,Glamorous,"Sequin gown, statement earrings, and high heels",
2206,64,Male,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2185,61,Male,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2204,49,Female,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2206,39,Male,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2228,20,Female,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2326,44,Male,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2348,66,Female,Glamorous,"Sequin gown, statement earrings, and high heels",
2112,32,Male,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2370,64,Male,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2364,40,Female,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2316,50,Female,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2137,37,Male,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2306,42,Male,Glamorous,"Sequin gown, statement earrings, and high heels",
2371,24,Female,Glamorous,"Sequin gown, statement earrings, and high heels",
2236,35,Female,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2405,47,Male,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2367,26,Male,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2310,18,Female,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2147,22,Female,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2341,74,Male,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2345,20,Male,Glamorous,"Sequin gown, statement earrings, and high heels",
2319,42,Female,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2341,45,Male,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2374,28,Female,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2229,38,Female,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2381,24,Female,Glamorous,"Sequin gown, statement earrings, and high heels",
2145,70,Male,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2123,32,Male,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2169,54,Male,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2324,65,Female,Glamorous,"Sequin gown, statement earrings, and high heels",
2114,71,Male,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2308,20,Male,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2375,56,Female,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2298,24,Male,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2397,75,Female,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2339,34,Female,Glamorous,"Sequin gown, statement earrings, and high heels",
2273,47,Female,Glamorous,"Sequin gown, statement earrings, and high heels",
2196,22,Female,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2289,26,Male,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2352,64,Male,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2171,70,Male,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2227,27,Male,Glamorous,"Sequin gown, statement earrings, and high heels",
2231,32,Female,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2288,26,Female,Glamorous,"Sequin gown, statement earrings, and high heels",
2330,29,Female,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2326,69,Female,Glamorous,"Sequin gown, statement earrings, and high heels",
2270,39,Male,Glamorous,"Sequin gown, statement earrings, and high heels",
2267,73,Female,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2125,24,Male,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2293,42,Male,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2266,21,Female,Glamorous,"Sequin gown, statement earrings, and high heels",
2244,72,Female,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2166,70,Female,Glamorous,"Sequin gown, statement earrings, and high heels",
2404,56,Male,Glamorous,"Sequin gown, statement earrings, and high heels",
2242,62,Female,Glamorous,"Sequin gown, statement earrings, and high heels",
2402,27,Male,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2282,43,Female,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2340,32,Female,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2361,39,Male,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2348,49,Male,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2211,71,Male,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2256,20,Female,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2111,18,Male,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2225,28,Male,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2195,44,Male,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2331,66,Male,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2248,58,Male,Glamorous,"Sequin gown, statement earrings, and high heels",
2143,34,Male,Glamorous,"Sequin gown, statement earrings, and high heels",
2376,72,Male,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2164,30,Male,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2239,24,Female,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2214,21,Male,Glamorous,"Sequin gown, statement earrings, and high heels",
2224,24,Female,Glamorous,"Sequin gown, statement earrings, and high heels",
2376,32,Female,Glamorous,"Sequin gown, statement earrings, and high heels",
2201,29,Male,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2357,73,Female,Glamorous,"Sequin gown, statement earrings, and high heels",
2123,45,Female,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2270,19,Female,Glamorous,"Sequin gown, statement earrings, and high heels",
2159,24,Female,Glamorous,"Sequin gown, statement earrings, and high heels",
2132,60,Male,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2392,35,Female,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2191,37,Female,Glamorous,"Sequin gown, statement earrings, and high heels",
2333,61,Female,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2290,22,Female,Glamorous,"Sequin gown, statement earrings, and high heels",
2332,23,Female,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2156,43,Male,Glamorous,"Sequin gown, statement earrings, and high heels",
2328,64,Male,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2110,24,Female,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2166,59,Female,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2326,45,Female,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2130,55,Female,Glamorous,"Sequin gown, statement earrings, and high heels",
2244,42,Female,Glamorous,"Sequin gown, statement earrings, and high heels",
2315,63,Male,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2355,38,Male,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2271,20,Female,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2257,34,Female,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2169,64,Male,Glamorous,"Sequin gown, statement earrings, and high heels",
2383,24,Male,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2273,32,Male,Glamorous,"Sequin gown, statement earrings, and high heels",
2119,28,Female,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2313,25,Female,Glamorous,"Sequin gown, statement earrings, and high heels",
2306,43,Male,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2404,62,Male,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2123,45,Female,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2242,20,Male,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2243,66,Male,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2229,28,Female,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2169,52,Female,Glamorous,"Sequin gown, statement earrings, and high heels",
2208,50,Male,Glamorous,"Sequin gown, statement earrings, and high heels",
2363,24,Male,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2306,74,Female,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2331,47,Male,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2128,60,Female,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2257,28,Male,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2337,37,Male,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2198,19,Female,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2216,62,Female,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2345,41,Female,Glamorous,"Sequin gown, statement earrings, and high heels",
2287,36,Male,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2285,49,Female,Glamorous,"Sequin gown, statement earrings, and high heels",
2149,22,Male,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2322,23,Male,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2220,32,Male,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2240,40,Male,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2140,74,Male,Glamorous,"Sequin gown, statement earrings, and high heels",
2397,70,Male,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2193,36,Female,Glamorous,"Sequin gown, statement earrings, and high heels",
2371,59,Male,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2133,26,Male,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2274,23,Female,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2124,59,Female,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2177,25,Female,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2383,62,Male,Glamorous,"Sequin gown, statement earrings, and high heels",
2112,23,Male,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2331,30,Female,Glamorous,"Sequin gown, statement earrings, and high heels",
2407,42,Male,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2195,34,Female,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2200,40,Female,Glamorous,"Sequin gown, statement earrings, and high heels",
2396,70,Female,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2194,42,Male,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2327,45,Male,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2358,75,Male,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2270,53,Female,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2230,29,Female,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2365,29,Male,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2305,42,Female,Glamorous,"Sequin gown, statement earrings, and high heels",
2338,32,Female,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2184,34,Female,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2234,18,Male,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2275,26,Male,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2347,22,Female,Glamorous,"Sequin gown, statement earrings, and high heels",
2235,26,Male,Glamorous,"Silk slip dress, faux fur coat, and strappy sandals",
2346,45,Male,Glamorous,"Sequin gown, statement earrings, and high heels",
2334,43,Female,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2287,18,Female,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2405,49,Female,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2401,23,Female,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2252,31,Male,Glamorous,"Sequin gown, statement earrings, and high heels",
2331,18,Female,Glamorous,"Sequin gown, statement earrings, and high heels",
2153,49,Female,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2234,56,Female,Glamorous,"Form-fitting cocktail dress, statement clutch, and stiletto heels",
2325,37,Female,Glamorous,"Sequin gown, statement earrings, and high heels",
2212,23,Male,Glamorous,"Sequin gown, statement earrings, and high heels",
